uid	sid
2008	34345
2008	3242
2009	4535
2009	21537
2009	30757
2010	26669
2010	20733
2010	5394
2010	35090
2011	8356
2011	28334
2011	17651
2012	27382
2012	4681
2012	10594
2012	27033
2013	38148
2013	26780
2013	27642
2013	8330
2014	33657
2014	37274
2014	14201
2015	16591
2015	16923
2015	18915
2015	24841
2016	5943
2016	28207
2016	15430
2016	2732
2016	4208
2016	3495
2017	10520
2017	18561
2017	9784
2018	10992
2018	13451
2018	362
2018	7865
2019	21448
2019	27254
2019	17591
2020	38252
2020	14214
2020	24626
2020	24402
2021	9484
2021	2755
2021	23472
2022	23892
2022	33465
2022	12002
2022	4222
2022	19193
2023	26927
2023	2569
2023	6586
2023	32826
2024	16480
2024	17289
2024	5929
2024	14865
2024	34902
2024	8288
2025	16473
2025	17766
2025	13070
2025	22935
2025	29952
2026	21057
2026	27950
2026	39327
2026	5112
2027	14122
2027	25815
2027	23849
2027	23639
2027	31424
2027	24006
2027	13937
2028	3866
2028	24098
2028	12687
2029	10070
2029	2729
2029	10877
2029	21836
2029	38268
2030	20425
2030	18661
2030	18289
2030	10907
2031	30847
2031	7942
2031	23858
2031	18449
2032	8702
2032	1555
2032	27385
2033	36104
2033	33887
2033	9222
2033	34798
2033	25605
2034	2604
2034	19436
2034	12482
2034	15566
2035	19788
2035	17153
2035	29057
2036	39198
2036	4250
2036	24683
2037	24839
2037	29140
2037	38793
2038	16920
2038	10038
2038	32394
2039	33245
2039	32453
2039	37734
2039	31274
2039	17227
2040	13342
2040	20906
2040	24242
2040	14377
2041	23055
2041	25399
2041	2356
2041	27369
2041	24750
2041	35593
2041	9216
2041	38196
2041	1333
2041	27872
2042	7271
2042	23512
2042	10587
2042	8587
2042	1792
2043	4321
2043	10689
2043	31397
2043	6801
2043	28746
2044	26391
2044	22173
2044	11017
2045	28265
2045	27266
2045	2422
2045	21956
2046	15847
2046	28559
2046	34826
2047	22686
2047	36412
2047	2752
2048	15422
2048	14240
2048	5660
2049	27079
2049	23141
2049	2603
2050	16986
2050	20882
2050	24006
2050	29604
2050	38155
2050	35754
2050	28500
2051	36946
2051	1520
2051	11375
2051	21555
2051	25819
2052	12603
2052	5941
2052	6919
2052	36904
2053	9004
2053	3330
2053	5139
2054	34944
2054	18538
2054	33278
2054	15604
2055	36113
2055	33983
2055	23397
2055	14893
2055	16437
2055	35975
2056	22092
2056	23922
2056	31121
2056	7756
2057	32581
2057	37728
2057	12589
2058	16280
2058	16083
2058	17571
2059	27677
2059	18089
2059	38610
2059	4253
2060	17227
2060	33833
2060	30986
2060	14614
2060	1695
2061	2300
2061	4207
2061	21590
2061	22956
2062	27676
2062	14807
2062	1530
2062	33804
2062	23559
2062	38347
2062	26599
2063	971
2063	1590
2063	39191
2063	24718
2064	35158
2064	415
2064	1217
2064	2087
2064	23141
2064	17649
2065	32214
2065	11445
2065	16080
2066	16056
2066	6173
2066	30181
2067	36296
2067	26337
2067	8916
2068	31226
2068	13359
2068	32851
2068	34106
2068	32240
2069	39183
2069	17706
2069	23864
2070	1237
2070	276
2070	30390
2070	2816
2070	6765
2071	20658
2071	35768
2071	17434
2072	13374
2072	38053
2072	23006
2073	14618
2073	32823
2073	18402
2074	12050
2074	24669
2074	8264
2074	38172
2075	10173
2075	379
2075	13094
2075	38969
2076	20480
2076	20849
2076	13980
2076	2305
2077	8514
2077	37576
2077	22993
2077	5357
2077	30390
2077	38360
2078	22397
2078	33378
2078	32421
2079	10129
2079	17188
2079	560
2079	33114
2080	11312
2080	30184
2080	10757
2081	7091
2081	30894
2081	3491
2082	20811
2082	25315
2082	14474
2083	34571
2083	14433
2083	13860
2084	6635
2084	15689
2084	21393
2085	20022
2085	31910
2085	26965
2085	13208
2086	34102
2086	34776
2086	12141
2086	17026
2087	25194
2087	12385
2087	27448
2087	23619
2088	9184
2088	7191
2088	28981
2089	15762
2089	35407
2089	4149
2089	19106
2089	27100
2089	26028
2089	29837
2089	38043
2089	6220
2089	30405
2089	34490
2089	21702
2089	25733
2089	491
2090	8009
2090	7122
2090	4111
2091	18662
2091	28404
2091	36511
2092	8078
2092	13933
2092	29437
2093	16583
2093	17675
2093	28509
2093	29844
2093	24960
2093	13298
2093	27002
2093	17515
2093	35783
2094	29317
2094	2862
2094	3516
2094	15146
2095	25616
2095	16647
2095	24749
2096	10768
2096	15727
2096	37591
2096	35783
2096	31070
2097	6181
2097	29678
2097	7520
2097	30122
2097	13738
2097	6387
2097	1315
2097	30554
2098	15804
2098	20309
2098	36579
2098	14319
2099	21659
2099	30737
2099	32536
2099	6608
2099	24651
2099	37396
2100	26933
2100	7430
2100	25654
2101	24441
2101	13842
2101	24377
2101	11385
2102	10936
2102	37340
2102	31759
2102	1465
2103	35918
2103	6136
2103	600
2104	7185
2104	35850
2104	23760
2104	32137
2104	595
2105	3441
2105	37355
2105	29597
2105	37518
2106	15098
2106	31837
2106	6132
2106	16188
2107	28427
2107	5487
2107	3737
2107	17369
2108	4661
2108	11078
2108	11466
2108	19922
2108	20765
2109	19098
2109	32403
2109	19617
2110	11504
2110	27850
2110	30793
2110	340
2111	33924
2111	19495
2111	10909
2111	11726
2112	2882
2112	8808
2112	10705
2112	24888
2112	34462
2113	38379
2113	13274
2113	12742
2113	13416
2114	20036
2114	11878
2114	21046
2115	36614
2115	34371
2115	11827
2116	11945
2116	36181
2116	10200
2116	28354
2116	30934
2116	3264
2117	19217
2117	1667
2117	33654
2117	26147
2118	33927
2118	23909
2118	604
2119	37288
2119	38790
2119	26951
2120	7135
2120	12633
2120	5778
2120	28950
2121	35213
2121	7864
2121	16647
2121	36450
2121	24763
2122	36662
2122	37636
2122	8890
2123	11752
2123	8127
2123	37556
2124	19648
2124	8376
2124	2111
2124	23390
2125	25409
2125	33662
2125	20224
2126	5397
2126	7375
2126	35588
2127	26269
2127	24141
2127	4425
2127	26656
2127	7266
2127	26116
2127	9761
2128	30702
2128	10071
2128	38682
2128	39134
2128	38760
2129	4300
2129	5086
2129	28294
2130	26090
2130	22455
2130	23253
2130	9925
2130	32674
2131	20894
2131	30238
2131	36817
2131	17797
2131	35357
2132	34410
2132	39191
2132	29065
2133	2195
2133	19521
2133	23587
2133	37045
2134	38586
2134	29358
2134	25015
2134	29820
2135	33105
2135	15672
2135	20135
2136	31720
2136	31686
2136	31740
2136	14711
2137	20566
2137	38400
2137	31748
2138	37673
2138	3234
2138	12812
2139	33016
2139	8113
2139	33317
2139	13827
2140	4029
2140	1162
2140	2722
2141	21417
2141	19683
2141	2273
2142	35772
2142	32827
2142	24480
2143	19584
2143	19099
2143	29438
2144	1621
2144	6174
2144	17323
2144	29644
2144	38018
2144	37898
2145	23335
2145	9233
2145	22632
2145	9928
2146	32589
2146	19530
2146	28523
2146	12233
2146	21254
2146	16578
2146	14087
2146	24330
2147	35816
2147	8992
2147	23765
2147	6796
2147	9321
2148	18307
2148	24823
2148	34168
2148	31656
2148	347
2148	38322
2148	5322
2148	29778
2149	39480
2149	28520
2149	26949
2149	23234
2149	12056
2150	5890
2150	3202
2150	21678
2151	36253
2151	37538
2151	1386
2151	2817
2151	20399
2152	2456
2152	23887
2152	31819
2153	20676
2153	2729
2153	2266
2154	27800
2154	9412
2154	30263
2155	33468
2155	21784
2155	28765
2155	7971
2156	35353
2156	17681
2156	25285
2157	27684
2157	29969
2157	9571
2157	23622
2158	35781
2158	36011
2158	22231
2158	17465
2159	33194
2159	11129
2159	37849
2159	10873
2160	8724
2160	32437
2160	36033
2161	4426
2161	38385
2161	18204
2161	33125
2162	5717
2162	16938
2162	18780
2163	32603
2163	32590
2163	20761
2163	11992
2163	9003
2163	7469
2163	20882
2163	9799
2163	18856
2163	16703
2163	26689
2163	15222
2163	26070
2163	38085
2163	5635
2163	15244
2164	11137
2164	8556
2164	17585
2165	17942
2165	28406
2165	17202
2166	10808
2166	30852
2166	1910
2167	33649
2167	23235
2167	15422
2167	23968
2167	37618
2167	4216
2168	26623
2168	18328
2168	14418
2169	23147
2169	19085
2169	22749
2170	20079
2170	30229
2170	27345
2171	4234
2171	32384
2171	26633
2171	27327
2171	1223
2172	15700
2172	7994
2172	2500
2172	15878
2172	23141
2172	38148
2172	32809
2172	17267
2173	24984
2173	23907
2173	16778
2174	11490
2174	19787
2174	21809
2175	641
2175	23849
2175	4997
2176	19847
2176	34506
2176	2408
2177	14240
2177	4847
2177	14990
2177	23713
2178	2481
2178	19940
2178	24424
2179	2168
2179	24633
2179	9192
2179	26383
2180	2480
2180	9187
2180	31502
2180	3476
2180	17683
2180	21397
2180	24924
2180	26559
2181	28283
2181	13670
2181	18995
2182	35612
2182	35932
2182	16419
2183	17627
2183	22161
2183	18307
2183	15975
2184	26403
2184	19873
2184	34376
2185	34486
2185	37123
2185	30965
2185	29
2186	854
2186	20179
2186	20626
2187	347
2187	23679
2187	22423
2187	28509
2188	36922
2188	11364
2188	21180
2189	10922
2189	17511
2189	3641
2189	18080
2189	31419
2190	24482
2190	26638
2190	23132
2190	8186
2190	17202
2191	28430
2191	39189
2191	36505
2191	22619
2191	11116
2191	3746
2191	32281
2191	24050
2191	4492
2192	31398
2192	31082
2192	28940
2193	31815
2193	9752
2193	13710
2193	34174
2193	32261
2194	12633
2194	12481
2194	33028
2195	18519
2195	2246
2195	21834
2196	36412
2196	27208
2196	17055
2196	4538
2197	23052
2197	2339
2197	36026
2198	29335
2198	7810
2198	19358
2199	7336
2199	8888
2199	13781
2199	12927
2199	33981
2200	17156
2200	8947
2200	31716
2201	3507
2201	33547
2201	21350
2202	21237
2202	26013
2202	29315
2203	3825
2203	14623
2203	35476
2204	33109
2204	25531
2204	12305
2205	257
2205	22175
2205	1643
2205	29309
2206	10984
2206	38919
2206	30527
2207	11389
2207	27951
2207	20220
2207	16195
2207	14188
2207	5424
2207	4823
2208	39480
2208	2918
2208	24983
2209	22031
2209	5088
2209	38750
2209	19509
2210	15159
2210	26329
2210	17854
2211	19241
2211	23584
2211	1454
2212	18193
2212	8950
2212	11992
2212	26216
2212	27046
2212	5379
2212	30224
2212	34435
2212	37601
2212	33418
2213	13459
2213	32572
2213	24956
2214	25399
2214	22116
2214	14315
2214	16421
2215	1137
2215	2982
2215	8948
2215	6832
2215	10123
2216	30412
2216	28029
2216	38224
2216	24603
2216	37180
2216	38192
2216	13466
2217	11605
2217	13648
2217	8871
2217	37215
2217	26210
2218	21009
2218	1754
2218	2632
2219	3795
2219	27403
2219	2311
2220	25456
2220	1796
2220	8939
2220	22046
2220	27372
2220	1011
2221	29624
2221	23526
2221	2866
2221	22152
2221	27335
2222	3872
2222	23715
2222	27212
2222	16488
2223	7112
2223	8521
2223	9573
2223	15800
2224	31072
2224	12685
2224	14729
2225	15588
2225	16488
2225	12758
2226	8281
2226	3286
2226	15846
2226	21154
2226	33182
2226	23316
2226	8418
2227	34909
2227	29547
2227	13221
2227	9490
2228	26224
2228	7979
2228	1144
2228	8260
2228	1728
2228	1356
2228	8874
2229	36583
2229	14143
2229	31442
2230	26224
2230	33172
2230	18157
2230	18624
2230	22884
2230	32856
2230	3506
2230	7458
2231	4300
2231	26241
2231	16417
2232	11266
2232	7019
2232	1248
2233	19059
2233	16931
2233	39361
2234	4646
2234	19915
2234	38531
2234	2101
2234	5218
2235	39263
2235	35979
2235	28677
2236	33755
2236	8092
2236	12099
2236	35799
2236	15567
2237	15686
2237	11504
2237	34114
2237	7873
2237	18157
2237	13352
2237	26397
2237	23345
2237	28434
2237	38007
2237	31192
2237	15961
2237	1986
2237	32243
2237	13409
2237	37917
2237	13619
2237	16795
2237	9222
2237	13298
2237	13360
2237	25605
2237	4341
2237	31070
2237	8404
2237	34282
2237	34359
2238	23316
2238	19074
2238	19138
2239	35174
2239	26421
2239	32897
2239	4436
2240	34666
2240	30230
2240	23250
2241	44
2241	36457
2241	27240
2241	29382
2242	2025
2242	34765
2242	469
2242	27532
2242	27684
2242	29497
2243	29039
2243	14321
2243	1822
2243	26529
2244	15729
2244	21991
2244	8720
2244	20046
2244	33925
2244	7727
2244	31285
2244	8974
2244	16949
2244	26027
2244	24567
2244	1150
2245	32101
2245	10281
2245	2488
2246	38452
2246	23025
2246	958
2246	10835
2247	10985
2247	35365
2247	17808
2247	15938
2247	19524
2248	37134
2248	28743
2248	17721
2249	18372
2249	9312
2249	3858
2250	32754
2250	17044
2250	9938
2251	22464
2251	29293
2251	21414
2252	38634
2252	6257
2252	1200
2253	3019
2253	14249
2253	12016
2253	4601
2253	23549
2254	23250
2254	37202
2254	22307
2255	16638
2255	25595
2255	34376
2256	16144
2256	24960
2256	10184
2256	7696
2256	1856
2256	37180
2257	7535
2257	1121
2257	14764
2258	21936
2258	18931
2258	20028
2259	24684
2259	19676
2259	19727
2260	11166
2260	6687
2260	16283
2261	10873
2261	8214
2261	1035
2261	11137
2261	19574
2262	11415
2262	3688
2262	7070
2262	31578
2262	24232
2262	30904
2262	33246
2263	25550
2263	38760
2263	19447
2264	33696
2264	13488
2264	37822
2264	17919
2265	21263
2265	11331
2265	29129
2266	33123
2266	758
2266	8846
2266	12350
2267	28240
2267	33963
2267	9118
2268	2042
2268	20309
2268	28040
2269	34545
2269	30852
2269	2487
2270	31941
2270	15969
2270	9671
2270	22782
2270	11426
2270	22919
2270	18418
2270	8941
2271	35324
2271	26329
2271	19518
2271	8365
2272	17419
2272	4035
2272	17620
2273	14602
2273	22944
2273	32879
2274	37170
2274	19361
2274	9455
2274	35575
2275	17345
2275	6414
2275	1160
2275	18093
2275	3632
2276	29512
2276	21046
2276	5112
2276	3734
2276	5186
2277	17069
2277	33361
2277	25421
2278	3820
2278	39127
2278	14202
2278	4746
2278	32004
2279	37473
2279	6903
2279	37999
2280	38575
2280	23860
2280	2389
2280	24928
2280	10325
2281	28041
2281	402
2281	32351
2282	757
2282	19100
2282	15672
2283	30200
2283	21746
2283	10503
2283	31070
2284	22205
2284	31482
2284	21151
2285	6714
2285	3590
2285	21666
2285	19782
2285	28858
2285	20184
2285	10788
2285	5508
2285	26067
2285	13680
2285	22046
2285	20079
2286	25328
2286	19634
2286	9419
2287	14700
2287	30703
2287	159
2287	22496
2288	4831
2288	20310
2288	37622
2288	20522
2289	31375
2289	36111
2289	23490
2290	946
2290	23012
2290	1410
2290	4577
2290	21713
2290	22219
2290	21270
2290	7009
2291	7045
2291	4435
2291	20320
2291	7067
2291	14630
2292	14167
2292	34086
2292	10022
2292	16173
2292	21972
2293	22159
2293	15104
2293	10742
2294	24667
2294	661
2294	21706
2294	38041
2294	29171
2294	7252
2294	8935
2294	27977
2294	19813
2294	5922
2294	29058
2295	27099
2295	34957
2295	13925
2296	765
2296	17002
2296	38356
2296	24575
2296	38427
2296	19615
2296	7175
2296	22458
2296	31140
2296	6293
2296	2940
2297	29954
2297	26280
2297	23437
2298	36687
2298	12324
2298	19852
2298	19136
2299	6896
2299	25636
2299	28899
2300	24110
2300	38937
2300	14615
2300	7995
2301	4253
2301	350
2301	21661
2301	24045
2301	15620
2301	30702
2301	21237
2301	34596
2301	34032
2301	28752
2302	25024
2302	37074
2302	33862
2303	15118
2303	7971
2303	33006
2304	9889
2304	4450
2304	8260
2305	6511
2305	18684
2305	7152
2305	17317
2306	24247
2306	13614
2306	13057
2306	1740
2306	27916
2307	31294
2307	17004
2307	10167
2308	6724
2308	4152
2308	340
2308	15795
2308	6855
2309	39283
2309	17823
2309	29787
2309	25339
2309	14282
2310	16888
2310	31943
2310	27764
2311	28921
2311	6737
2311	30118
2311	14824
2312	38920
2312	6405
2312	33502
2313	17892
2313	11922
2313	9558
2313	38562
2313	16677
2313	25998
2313	21040
2313	5218
2314	8002
2314	34159
2314	31238
2315	20493
2315	14774
2315	15159
2316	13284
2316	29487
2316	17937
2316	17241
2316	34733
2316	17863
2316	36910
2316	1790
2316	19880
2316	39145
2316	12580
2316	10457
2316	35068
2316	14585
2317	10821
2317	21095
2317	14426
2318	16050
2318	24684
2318	11817
2318	13258
2318	31600
2319	26442
2319	27433
2319	37010
2320	10738
2320	7438
2320	13683
2321	35324
2321	1152
2321	16967
2321	12874
2322	23089
2322	4451
2322	6825
2322	14411
2323	32249
2323	16195
2323	32188
2323	10951
2323	32296
2324	15866
2324	26663
2324	5392
2325	16104
2325	1240
2325	37584
2325	926
2326	17541
2326	33131
2326	3736
2326	13215
2326	16264
2327	36410
2327	13153
2327	36864
2328	1742
2328	22648
2328	3866
2329	27407
2329	11754
2329	23166
2329	15533
2329	7771
2329	10603
2330	6132
2330	20096
2330	5180
2331	36955
2331	14108
2331	18350
2332	15442
2332	37056
2332	24302
2333	18792
2333	37894
2333	9072
2334	37286
2334	2282
2334	23540
2335	7571
2335	39092
2335	20961
2335	18268
2336	23141
2336	24351
2336	1705
2336	18354
2337	8827
2337	17599
2337	20127
2337	3080
2338	34500
2338	13312
2338	26989
2338	18662
2338	20778
2338	4207
2338	6358
2338	2300
2338	18032
2339	10788
2339	38655
2339	33660
2340	4529
2340	7266
2340	27272
2340	39443
2341	36016
2341	19459
2341	39367
2341	28478
2342	32743
2342	29812
2342	21266
2343	25781
2343	28411
2343	15282
2343	14020
2343	7638
2343	38562
2343	10850
2344	39242
2344	22471
2344	30891
2344	19440
2345	11172
2345	7447
2345	20766
2346	27967
2346	27463
2346	22755
2347	16732
2347	25255
2347	9449
2347	32018
2348	21468
2348	20700
2348	4715
2348	20794
2348	148
2349	5683
2349	8984
2349	6220
2350	13148
2350	36541
2350	21331
2351	25180
2351	1835
2351	9596
2352	22909
2352	6096
2352	17167
2352	1443
2352	17697
2352	38352
2352	5418
2352	33709
2352	13706
2352	17022
2352	6240
2352	4107
2352	4289
2352	14920
2352	37212
2353	22823
2353	29030
2353	22919
2353	6946
2353	24424
2353	19940
2354	24103
2354	25731
2354	35051
2355	18703
2355	35629
2355	38842
2356	19609
2356	10789
2356	22335
2356	1380
2356	13970
2356	23141
2356	973
2357	12586
2357	23141
2357	21541
2358	15645
2358	634
2358	14985
2358	26126
2359	19320
2359	1164
2359	39480
2360	11490
2360	3087
2360	18129
2361	34110
2361	22453
2361	6427
2361	11929
2361	19785
2362	1429
2362	27546
2362	22507
2363	38265
2363	26621
2363	30379
2363	2410
2363	27369
2364	7777
2364	32569
2364	10892
2365	20559
2365	4768
2365	34265
2365	17698
2366	27891
2366	11922
2366	12281
2367	1713
2367	9710
2367	607
2367	19097
2367	39115
2367	35811
2368	18675
2368	24221
2368	28565
2369	20550
2369	4395
2369	23974
2369	5263
2369	432
2369	1368
2370	1490
2370	6113
2370	15866
2371	9857
2371	14156
2371	23763
2372	9072
2372	22197
2372	15969
2373	15136
2373	23579
2373	5824
2373	33286
2373	9805
2373	6334
2373	36152
2373	32209
2374	16427
2374	4681
2374	1148
2375	24934
2375	23185
2375	14573
2375	10194
2375	36244
2376	15999
2376	24788
2376	8474
2376	1599
2376	35020
2376	2075
2376	25202
2377	7469
2377	30201
2377	39129
2377	8556
2378	33492
2378	18803
2378	27721
2379	28686
2379	23167
2379	9000
2380	31575
2380	1065
2380	27954
2381	6431
2381	15095
2381	6604
2382	30459
2382	20297
2382	32692
2383	33872
2383	29782
2383	19047
2383	18931
2384	9734
2384	19853
2384	13993
2384	8696
2384	38927
2384	32261
2384	5002
2385	13440
2385	15662
2385	1770
2385	20676
2385	107
2385	2512
2385	3196
2386	17574
2386	7275
2386	34134
2387	21597
2387	12844
2387	27910
2388	36577
2388	38254
2388	31977
2388	21237
2389	35993
2389	17087
2389	37142
2389	28568
2389	29714
2390	7052
2390	12929
2390	26755
2390	39292
2390	21237
2391	39298
2391	22639
2391	5638
2391	36391
2391	11451
2392	24863
2392	4481
2392	24651
2393	23147
2393	3171
2393	31721
2393	15473
2393	28832
2394	22372
2394	26858
2394	23335
2394	9789
2394	37515
2394	9732
2394	31095
2395	38748
2395	4395
2395	13522
2396	34067
2396	2453
2396	28321
2397	21925
2397	12265
2397	7797
2398	26329
2398	26648
2398	19518
2399	16302
2399	25328
2399	17766
2400	2386
2400	11310
2400	27228
2400	35632
2400	30895
2400	15161
2401	31545
2401	28964
2401	33043
2402	15821
2402	13756
2402	7995
2403	5181
2403	34904
2403	3469
2404	31074
2404	10720
2404	20521
2404	7814
2404	23715
2405	6928
2405	12542
2405	13127
2405	13019
2406	9371
2406	4816
2406	28438
2407	12892
2407	21537
2407	37265
2408	5435
2408	7774
2408	2325
2409	18523
2409	31956
2409	29414
2410	16837
2410	14085
2410	25928
2410	31575
2410	31041
2410	24372
2410	24666
2410	25401
2411	30503
2411	37690
2411	8561
2412	19464
2412	34632
2412	2370
2413	20844
2413	21238
2413	25667
2413	5320
2414	34423
2414	33675
2414	25873
2414	27308
2414	38185
2415	3296
2415	39189
2415	3750
2415	26633
2415	7087
2415	31896
2415	19967
2415	4492
2416	17504
2416	11736
2416	36864
2416	8365
2416	15983
2416	18004
2416	25702
2417	24524
2417	39062
2417	6314
2417	24441
2418	21593
2418	13090
2418	12529
2418	8622
2418	21217
2419	26329
2419	5320
2419	23966
2420	29390
2420	7907
2420	26535
2421	31976
2421	14006
2421	39428
2421	31426
2422	38491
2422	25640
2422	9052
2423	19385
2423	37137
2423	5134
2424	21993
2424	24313
2424	10824
2425	31747
2425	2246
2425	26090
2425	35050
2426	17643
2426	17366
2426	15636
2427	12516
2427	22068
2427	30754
2428	22533
2428	565
2428	16868
2429	35005
2429	12222
2429	1571
2429	25724
2429	33564
2430	10010
2430	24504
2430	23144
2430	14412
2430	2137
2431	36630
2431	23759
2431	22318
2432	38881
2432	17119
2432	35982
2433	17258
2433	27905
2433	20844
2434	14608
2434	32727
2434	23849
2435	7651
2435	27817
2435	27219
2435	29177
2435	2789
2435	21636
2436	24043
2436	5412
2436	725
2437	26396
2437	10934
2437	5584
2437	8342
2437	11419
2438	19703
2438	855
2438	7663
2438	12052
2438	29671
2439	304
2439	8993
2439	17047
2440	11555
2440	11515
2440	33859
2440	25056
2440	21059
2440	38510
2440	1090
2440	23994
2441	6730
2441	13063
2441	4197
2441	26689
2441	37922
2441	20022
2442	39112
2442	330
2442	4098
2442	13153
2443	33311
2443	30762
2443	8217
2444	27417
2444	7246
2444	10795
2444	21163
2445	33564
2445	32243
2445	29787
2445	5148
2446	24518
2446	3836
2446	6252
2446	11717
2446	18788
2447	33415
2447	20978
2447	2025
2447	2854
2447	26258
2447	18151
2447	34641
2447	35057
2447	27261
2448	38295
2448	3773
2448	4924
2449	23932
2449	38937
2449	37123
2449	4649
2449	10497
2449	4979
2450	9426
2450	18855
2450	28801
2451	14172
2451	23679
2451	34007
2452	30794
2452	1490
2452	18106
2452	12176
2452	4964
2453	2753
2453	1490
2453	30369
2453	28271
2453	36871
2453	527
2453	10739
2453	36451
2453	545
2454	1758
2454	22777
2454	37997
2455	3540
2455	28709
2455	29264
2455	1543
2455	19330
2455	24499
2456	2087
2456	15878
2456	20227
2457	19480
2457	12951
2457	24468
2458	11769
2458	30092
2458	5541
2459	13921
2459	39259
2459	9339
2459	22022
2459	30662
2459	30065
2460	39386
2460	18674
2460	24256
2460	22444
2461	29954
2461	24749
2461	2026
2461	17168
2462	27655
2462	26124
2462	11296
2463	23623
2463	21786
2463	12349
2463	31815
2464	25418
2464	8392
2464	11059
2465	35549
2465	3161
2465	3459
2466	8949
2466	12508
2466	10534
2467	9045
2467	28275
2467	492
2468	33446
2468	6756
2468	12120
2469	33272
2469	23141
2469	2537
2469	1139
2469	14397
2469	7274
2469	16074
2469	25098
2469	15601
2469	9431
2470	19854
2470	7965
2470	4370
2471	13126
2471	23768
2471	15773
2472	32500
2472	7514
2472	7406
2473	39235
2473	3064
2473	33101
2473	31586
2473	38668
2474	374
2474	15298
2474	13360
2474	5186
2474	31442
2474	6732
2475	1991
2475	17164
2475	20159
2476	7031
2476	2905
2476	27797
2476	23841
2477	31399
2477	20894
2477	34138
2477	6893
2478	39105
2478	23763
2478	6126
2479	6918
2479	37264
2479	8304
2480	22611
2480	17515
2480	119
2480	20266
2480	35372
2481	30459
2481	27285
2481	2400
2481	20799
2482	1924
2482	31405
2482	24761
2483	3310
2483	37836
2483	15980
2483	32167
2484	39112
2484	32741
2484	8393
2484	14321
2485	23020
2485	24958
2485	34677
2485	6089
2486	31237
2486	38580
2486	18775
2486	20510
2486	9465
2487	31592
2487	26447
2487	35842
2487	23780
2488	33157
2488	27569
2488	6449
2489	36048
2489	12755
2489	28661
2489	10391
2489	38557
2489	25443
2490	32603
2490	6288
2490	20034
2490	4461
2490	2086
2491	2056
2491	8455
2491	5086
2492	8437
2492	25169
2492	28684
2493	36395
2493	34765
2493	35200
2493	9600
2494	15619
2494	429
2494	11017
2494	31894
2495	34375
2495	37532
2495	36935
2495	27887
2495	9916
2495	26657
2496	10708
2496	31837
2496	38085
2497	15282
2497	38379
2497	31542
2498	22883
2498	15318
2498	12287
2499	8955
2499	4263
2499	18835
2499	26999
2500	29679
2500	18425
2500	24962
2500	35727
2501	59
2501	34129
2501	3657
2502	10117
2502	12325
2502	17479
2502	33322
2502	33958
2502	27429
2503	12435
2503	32435
2503	20129
2504	26978
2504	11301
2504	941
2505	3633
2505	35576
2505	18453
2505	13063
2505	38875
2505	26669
2505	26786
2505	24200
2505	24026
2505	21127
2505	15013
2505	39161
2506	32012
2506	20672
2506	22575
2507	5825
2507	33281
2507	20339
2508	13525
2508	7919
2508	13731
2509	7622
2509	34228
2509	39433
2510	33138
2510	19154
2510	2833
2511	34313
2511	4268
2511	4428
2511	8214
2511	28821
2512	27652
2512	32085
2512	4736
2512	20680
2513	37980
2513	23141
2513	22022
2514	18793
2514	39110
2514	8522
2515	10705
2515	37380
2515	27665
2516	34263
2516	25946
2516	14321
2516	25872
2517	25896
2517	10829
2517	313
2518	38178
2518	17065
2518	2659
2518	35910
2519	9309
2519	30219
2519	13208
2520	17500
2520	15368
2520	30459
2521	3423
2521	8457
2521	33986
2522	16479
2522	23141
2522	15886
2523	29514
2523	30058
2523	14928
2524	14517
2524	22213
2524	11073
2524	5459
2524	30793
2525	8254
2525	27117
2525	23417
2526	32289
2526	28520
2526	5245
2526	31043
2526	3476
2527	27083
2527	33626
2527	38195
2528	6372
2528	17239
2528	26183
2529	35295
2529	25360
2529	38944
2529	35075
2530	8262
2530	26984
2530	18925
2531	38160
2531	12155
2531	33601
2532	3258
2532	28499
2532	10348
2532	19037
2533	24259
2533	2505
2533	8089
2533	13965
2534	22803
2534	9652
2534	8950
2534	31542
2535	20399
2535	35632
2535	9130
2535	10119
2535	31871
2536	27046
2536	5724
2536	7544
2537	14416
2537	15974
2537	22596
2538	18774
2538	12052
2538	13634
2539	4180
2539	553
2539	4735
2539	2738
2540	10666
2540	28475
2540	31773
2541	8671
2541	485
2541	30537
2542	2933
2542	1374
2542	16585
2543	36214
2543	29175
2543	6325
2544	26927
2544	5241
2544	15958
2544	34068
2544	4979
2544	21129
2544	1370
2544	34640
2544	7118
2544	3563
2544	34642
2544	30332
2544	12503
2544	14411
2545	5405
2545	4349
2545	17179
2545	19487
2546	25603
2546	25135
2546	24718
2546	16179
2546	29858
2547	303
2547	20476
2547	23893
2548	34124
2548	21874
2548	24734
2548	16411
2549	31876
2549	18514
2549	11704
2550	6736
2550	263
2550	16732
2551	8329
2551	6610
2551	2940
2552	29195
2552	1100
2552	17976
2553	2075
2553	466
2553	8677
2554	31072
2554	38329
2554	35265
2555	6614
2555	23754
2555	22864
2555	16400
2555	194
2555	33779
2556	26526
2556	13896
2556	18294
2557	10445
2557	39092
2557	8002
2557	37809
2557	25079
2558	19523
2558	25945
2558	26456
2558	38891
2558	26167
2558	2026
2558	25203
2558	11315
2558	2392
2558	36849
2558	6422
2559	6213
2559	25762
2559	27614
2559	36365
2560	13969
2560	29440
2560	9494
2560	19581
2560	6875
2561	6192
2561	14551
2561	38246
2562	4758
2562	29947
2562	12457
2563	33766
2563	2217
